time,F1_ORIGINAL
1813.98,549.304
1814.08,563.918
1814.18,554.384
1814.28,544.433
1814.38,534.072
1814.48,523.307
1814.58,512.147
1814.68,500.599
1814.78,488.671
1814.88,476.371
1814.98,463.707
1815.08,520.809
1815.18,505.365
1815.28,489.532
1815.38,473.321
1815.48,456.743
1815.58,439.809
1815.68,422.531
1815.78,404.921
1815.88,386.99
1815.98,368.752
1816.08,332.474
1816.18,314.61
1816.28,296.491
1816.38,278.128
1816.48,259.534
1816.58,240.721
1816.68,221.703
1816.78,202.492
1816.88,183.103
1816.98,163.547
1817.08,151.836
1817.18,130.885
1817.28,109.802
1817.38,88.6014
1817.48,67.297
1817.58,45.9039
1817.68,24.4367
1817.78,2.91019
1817.88,0
1817.98,0
1818.08,0
1818.18,0
1818.28,0
1818.38,0
1818.48,0
1818.58,0
1818.68,0
1818.78,0
1818.88,0
1818.98,0
1819.08,0
1819.18,0
1819.28,0
1819.38,0
1819.48,0
1819.58,0
1819.68,0
1819.78,0
1819.88,0
1819.98,0
1820.08,0
1820.18,0
1820.28,0
1820.38,0
1820.48,0
1820.58,0
1820.68,0
1820.78,0
1820.88,0
1820.98,0
1821.08,0
1821.18,0
1821.28,0
1821.38,0
1821.48,0
1821.58,0
1821.68,0
1821.78,0
1821.88,0
1821.98,0
1822.08,0
1822.18,0
1822.28,0
1822.38,0
1822.48,0
1822.58,0
1822.68,0
1822.78,0
1822.88,0
1822.98,0
1823.08,0
1823.18,0
1823.28,0
1823.38,0
1823.48,0
1823.58,0
1823.68,0
1823.78,0
1823.88,0
1823.98,0
1824.08,0
1824.18,0
1824.28,0
1824.38,0
1824.48,0
1824.58,0
1824.68,0
1824.78,0
1824.88,0
1824.98,0
1825.08,0
1825.18,0
1825.28,0
1825.38,0
1825.48,0
1825.58,0
1825.68,0
1825.78,0
1825.88,0
1825.98,0
1826.08,0
1826.18,0
1826.28,0
1826.38,0
1826.48,0
1826.58,0
1826.68,0
1826.78,0
1826.88,0
1826.98,0
1827.08,0
1827.18,0
1827.28,0
1827.38,0
1827.48,0
1827.58,0
1827.68,0
1827.78,0
1827.88,0
1827.98,0
1828.08,0
1828.18,0
1828.28,0
1828.38,0
1828.48,0
1828.58,0
1828.68,0
1828.78,0
1828.88,0
1828.98,0
1829.08,0
1829.18,0
1829.28,0
1829.38,0
1829.48,0
1829.58,0
1829.68,0
1829.78,0
1829.88,0
1829.98,0
1830.08,0
1830.18,0
1830.28,0
1830.38,4.36139
1830.48,23.0741
1830.58,41.7355
1830.68,60.3329
1830.78,78.8536
1830.88,97.2847
1830.98,115.614
1831.08,145.276
1831.18,164.91
1831.28,184.394
1831.38,203.712
1831.48,222.852
1831.58,241.802
1831.68,260.547
1831.78,279.075
1831.88,297.374
1831.98,315.43
1832.08,340.788
1832.18,358.721
1832.28,376.369
1832.38,393.72
1832.48,410.762
1832.58,427.483
1832.68,443.872
1832.78,459.918
1832.88,475.609
1832.98,490.935
1833.08,462.944
1833.18,476.273
1833.28,489.239
1833.38,501.834
1833.48,514.05
1833.58,525.877
1833.68,537.309
1833.78,548.336
1833.88,558.952
1833.98,569.149
1834.08,598.804
1834.18,608.463
1834.28,617.669
1834.38,626.414
1834.48,634.693
1834.58,642.501
1834.68,649.831
1834.78,656.679
1834.88,663.039
1834.98,668.909
1835.08,635.123
1835.18,639.715
1835.28,643.834
1835.38,647.477
1835.48,650.642
1835.58,653.326
1835.68,655.527
1835.78,657.245
1835.88,658.477
1835.98,659.224
1836.08,653.809
1836.18,653.584
1836.28,652.877
1836.38,651.688
1836.48,650.019
1836.58,647.869
1836.68,645.241
1836.78,642.137
1836.88,638.558
1836.98,634.507
1837.08,665.952
1837.18,660.682
1837.28,654.922
1837.38,648.677
1837.48,641.952
1837.58,634.75
1837.68,627.077
1837.78,618.938
1837.88,610.338
1837.98,601.284
1838.08,655.984
1838.18,644.962
1838.28,633.457
1838.38,621.478
1838.48,609.032
1838.58,596.13
1838.68,582.779
1838.78,568.988
1838.88,554.767
1838.98,540.126
1839.08,449.343
1839.18,436.121
1839.28,422.565
1839.38,408.686
1839.48,394.492
1839.58,379.993
1839.68,365.2
1839.78,350.122
1839.88,334.771
1839.98,319.155
1840.08,307.076
1840.18,290.764
1840.28,274.219
1840.38,257.451
1840.48,240.472
1840.58,223.293
1840.68,205.927
1840.78,188.386
1840.88,170.68
1840.98,152.824
1841.08,167.457
1841.18,144.948
1841.28,122.297
1841.38,99.5192
1841.48,76.6303
1841.58,53.6462
1841.68,30.5824
1841.78,7.45495
1841.88,0
1841.98,0
1842.08,0
1842.18,0
1842.28,0
1842.38,0
1842.48,0
1842.58,0
1842.68,0
1842.78,0
1842.88,0
1842.98,0
1843.08,0
1843.18,0
1843.28,0
1843.38,0
1843.48,0
1843.58,0
1843.68,0
1843.78,0
1843.88,0
1843.98,0
1844.08,0
1844.18,0
1844.28,0
1844.38,0
1844.48,0
1844.58,0
1844.68,0
1844.78,0
1844.88,0
1844.98,0
1845.08,0
1845.18,0
1845.28,0
1845.38,0
1845.48,0
1845.58,0
1845.68,0
1845.78,0
1845.88,0
1845.98,0
1846.08,0
1846.18,0
1846.28,0
1846.38,0
1846.48,0
1846.58,0
1846.68,0
1846.78,0
1846.88,0
1846.98,0
1847.08,0
1847.18,0
1847.28,0
1847.38,0
1847.48,0
1847.58,0
1847.68,0
1847.78,0
1847.88,0
1847.98,0
1848.08,0
1848.18,0
1848.28,0
1848.38,0
1848.48,0
1848.58,0
1848.68,0
1848.78,0
1848.88,0
1848.98,0
1849.08,0
1849.18,0
1849.28,0
1849.38,0
1849.48,0
1849.58,0
1849.68,0
1849.78,0
1849.88,0
1849.98,0
1850.08,0
1850.18,0
1850.28,0
1850.38,0
1850.48,0
1850.58,0
1850.68,0
1850.78,0
1850.88,0
1850.98,0
1851.08,0
1851.18,0
1851.28,0
1851.38,0
1851.48,0
1851.58,0
1851.68,0
1851.78,0
1851.88,0
1851.98,0
1852.08,0
1852.18,0
1852.28,0
1852.38,0
1852.48,0
1852.58,0
1852.68,0
1852.78,0
1852.88,0
1852.98,0
1853.08,0
1853.18,0
1853.28,0
1853.38,0
1853.48,0
1853.58,0
1853.68,0
1853.78,0
1853.88,0
1853.98,0
1854.08,0
1854.18,0
1854.28,0
1854.38,9.79004
1854.48,33.1017
1854.58,56.3496
1854.68,79.5176
1854.78,102.59
1854.88,125.551
1854.98,148.385
1855.08,172.399
1855.18,195.106
1855.28,217.638
1855.38,239.979
1855.48,262.115
1855.58,284.029
1855.68,305.707
1855.78,327.135
1855.88,348.297
1855.98,369.179
1856.08,369.033
1856.18,388.233
1856.28,407.128
1856.38,425.705
1856.48,443.952
1856.58,461.854
1856.68,479.402
1856.78,496.581
1856.88,513.381
1856.98,529.791
1857.08,575.108
1857.18,591.539
1857.28,607.524
1857.38,623.051
1857.48,638.111
1857.58,652.692
1857.68,666.784
1857.78,680.379
1857.88,693.466
1857.98,706.037
1858.08,675.665
1858.18,686.498
1858.28,696.821
1858.38,706.629
1858.48,715.913
1858.58,724.669
1858.68,732.889
1858.78,740.568
1858.88,747.701
1858.98,754.284
1859.08,766.551
1859.18,772.063
1859.28,777.007
1859.38,781.379
1859.48,785.178
1859.58,788.399
1859.68,791.042
1859.78,793.103
1859.88,794.582
1859.98,795.478
1860.08,715.678
1860.18,715.433
1860.28,714.663
1860.38,713.368
1860.48,711.55
1860.58,709.209
1860.68,706.347
1860.78,702.966
1860.88,699.069
1860.98,694.657
1861.08,747.466
1861.18,741.582
1861.28,735.152
1861.38,728.181
1861.48,720.672
1861.58,712.633
1861.68,704.067
1861.78,694.981
1861.88,685.381
1861.98,675.274
1862.08,737.001
1862.18,724.692
1862.28,711.845
1862.38,698.468
1862.48,684.571
1862.58,670.163
1862.68,655.254
1862.78,639.854
1862.88,623.974
1862.98,607.625
1863.08,483.204
1863.18,469.093
1863.28,454.626
1863.38,439.814
1863.48,424.667
1863.58,409.194
1863.68,393.407
1863.78,377.316
1863.88,360.933
1863.98,344.269
1864.08,386.898
1864.18,366.577
1864.28,345.964
1864.38,325.074
1864.48,303.922
1864.58,282.521
1864.68,260.887
1864.78,239.033
1864.88,216.976
1864.98,194.73
1865.08,150.123
1865.18,130.452
1865.28,110.658
1865.38,90.7524
1865.48,70.7501
1865.58,50.6645
1865.68,30.5094
1865.78,10.2986
1865.88,0
1865.98,0
1866.08,0
1866.18,0
1866.28,0
1866.38,0
1866.48,0
1866.58,0
1866.68,0
1866.78,0
1866.88,0
1866.98,0
1867.08,0
1867.18,0
1867.28,0
1867.38,0
1867.48,0
1867.58,0
1867.68,0
1867.78,0
1867.88,0
1867.98,0
1868.08,0
1868.18,0
1868.28,0
1868.38,0
1868.48,0
1868.58,0
1868.68,0
1868.78,0
1868.88,0
1868.98,0
1869.08,0
1869.18,0
1869.28,0
1869.38,0
1869.48,0
1869.58,0
1869.68,0
1869.78,0
1869.88,0
1869.98,0
1870.08,0
1870.18,0
1870.28,0
1870.38,0
1870.48,0
1870.58,0
1870.68,0
1870.78,0
1870.88,0
1870.98,0
1871.08,0
1871.18,0
1871.28,0
1871.38,0
1871.48,0
1871.58,0
1871.68,0
1871.78,0
1871.88,0
1871.98,0
1872.08,0
1872.18,0
1872.28,0
1872.38,0
1872.48,0
1872.58,0
1872.68,0
1872.78,0
1872.88,0
1872.98,0
1873.08,0
1873.18,0
1873.28,0
1873.38,0
1873.48,0
1873.58,0
1873.68,0
1873.78,0
1873.88,0
1873.98,0
1874.08,0
1874.18,0
1874.28,0
1874.38,0
1874.48,0
1874.58,0
1874.68,0
1874.78,0
1874.88,0
1874.98,0
1875.08,0
1875.18,0
1875.28,0
1875.38,0
1875.48,0
1875.58,0
1875.68,0
1875.78,0
1875.88,0
1875.98,0
1876.08,0
1876.18,0
1876.28,0
1876.38,0
1876.48,0
1876.58,0
1876.68,0
1876.78,0
1876.88,0
1876.98,0
1877.08,0
1877.18,0
1877.28,0
1877.38,0
1877.48,0
1877.58,0
1877.68,0
1877.78,0
1877.88,0
1877.98,0
1878.08,0
1878.18,0
1878.28,0
1878.38,12.9126
1878.48,34.1882
1878.58,55.4054
1878.68,76.5499
1878.78,97.607
1878.88,118.562
1878.98,139.402
1879.08,154.868
1879.18,174.759
1879.28,194.497
1879.38,214.068
1879.48,233.458
1879.58,252.655
1879.68,271.645
1879.78,290.415
1879.88,308.952
1879.98,327.244
1880.08,394.966
1880.18,415.286
1880.28,435.284
1880.38,454.944
1880.48,474.255
1880.58,493.202
1880.68,511.773
1880.78,529.954
1880.88,547.735
1880.98,565.101
1881.08,503.079
1881.18,517.344
1881.28,531.221
1881.38,544.701
1881.48,557.774
1881.58,570.433
1881.68,582.667
1881.78,594.468
1881.88,605.83
1881.98,616.743
1882.08,730.588
1882.18,742.23
1882.28,753.325
1882.38,763.865
1882.48,773.843
1882.58,783.252
1882.68,792.086
1882.78,800.339
1882.88,808.005
1882.98,815.079
1883.08,724.447
1883.18,729.628
1883.28,734.275
1883.38,738.385
1883.48,741.955
1883.58,744.983
1883.68,747.466
1883.78,749.404
1883.88,750.794
1883.98,751.635
1884.08,795.883
1884.18,795.612
1884.28,794.76
1884.38,793.327
1884.48,791.315
1884.58,788.725
1884.68,785.558
1884.78,781.818
1884.88,777.506
1884.98,772.626
1885.08,663.477
1885.18,658.282
1885.28,652.605
1885.38,646.45
1885.48,639.821
1885.58,632.723
1885.68,625.16
1885.78,617.139
1885.88,608.663
1885.98,599.74
1886.08,708.298
1886.18,696.54
1886.28,684.268
1886.38,671.49
1886.48,658.214
1886.58,644.451
1886.68,630.21
1886.78,615.499
1886.88,600.33
1886.98,584.713
1887.08,452.712
1887.18,439.591
1887.28,426.139
1887.38,412.367
1887.48,398.282
1887.58,383.895
1887.68,369.216
1887.78,354.254
1887.88,339.021
1887.98,323.526
1888.08,348.344
1888.18,330.251
1888.28,311.898
1888.38,293.299
1888.48,274.466
1888.58,255.411
1888.68,236.149
1888.78,216.691
1888.88,197.053
1888.98,177.246
1889.08,142.817
1889.18,124.564
1889.28,106.196
1889.38,87.7249
1889.48,69.164
1889.58,50.5258
1889.68,31.8232
1889.78,13.0688
1889.88,0
1889.98,0
1890.08,0
1890.18,0
1890.28,0
1890.38,0
1890.48,0
1890.58,0
1890.68,0
1890.78,0
1890.88,0
1890.98,0
1891.08,0
1891.18,0
1891.28,0
1891.38,0
1891.48,0
1891.58,0
1891.68,0
1891.78,0
1891.88,0
1891.98,0
1892.08,0
1892.18,0
1892.28,0
1892.38,0
1892.48,0
1892.58,0
1892.68,0
1892.78,0
1892.88,0
1892.98,0
1893.08,0
1893.18,0
1893.28,0
1893.38,0
1893.48,0
1893.58,0
1893.68,0
1893.78,0
1893.88,0
1893.98,0
1894.08,0
1894.18,0
1894.28,0
1894.38,0
1894.48,0
1894.58,0
1894.68,0
1894.78,0
1894.88,0
1894.98,0
1895.08,0
1895.18,0
1895.28,0
1895.38,0
1895.48,0
1895.58,0
1895.68,0
1895.78,0
1895.88,0
1895.98,0
1896.08,0
1896.18,0
1896.28,0
1896.38,0
1896.48,0
1896.58,0
1896.68,0
1896.78,0
1896.88,0
1896.98,0
1897.08,0
1897.18,0
1897.28,0
1897.38,0
1897.48,0
1897.58,0
1897.68,0
1897.78,0
1897.88,0
1897.98,0
1898.08,0
1898.18,0
1898.28,0
1898.38,0
1898.48,0
1898.58,0
1898.68,0
1898.78,0
1898.88,0
1898.98,0
1899.08,0
1899.18,0
1899.28,0
1899.38,0
1899.48,0
1899.58,0
1899.68,0
1899.78,0
1899.88,0
1899.98,0
1900.08,0
1900.18,0
1900.28,0
1900.38,0
1900.48,0
1900.58,0
1900.68,0
1900.78,0
1900.88,0
1900.98,0
1901.08,0
1901.18,0
1901.28,0
1901.38,0
1901.48,0
1901.58,0
1901.68,0
1901.78,0
1901.88,0
1901.98,0
1902.08,0
1902.18,0
1902.28,0
1902.38,18.9296
1902.48,42.7719
1902.58,66.5489
1902.68,90.2443
1902.78,113.842
1902.88,137.325
1902.98,160.679
1903.08,187.499
1903.18,210.997
1903.28,234.314
1903.38,257.434
1903.48,280.34
1903.58,303.018
1903.68,325.452
1903.78,347.625
1903.88,369.524
1903.98,391.133
1904.08,351.162
1904.18,369.03
1904.28,386.613
1904.38,403.901
1904.48,420.88
1904.58,437.54
1904.68,453.869
1904.78,469.856
1904.88,485.49
1904.98,500.76
1905.08,562.958
1905.18,578.8
1905.28,594.212
1905.38,609.183
1905.48,623.702
1905.58,637.76
1905.68,651.348
1905.78,664.455
1905.88,677.072
1905.98,689.192
1906.08,683.653
1906.18,694.481
1906.28,704.801
1906.38,714.604
1906.48,723.884
1906.58,732.636
1906.68,740.852
1906.78,748.528
1906.88,755.658
1906.98,762.237
1907.08,747.353
1907.18,752.669
1907.28,757.437
1907.38,761.654
1907.48,765.317
1907.58,768.423
1907.68,770.971
1907.78,772.959
1907.88,774.385
1907.98,775.248
1908.08,709.297
1908.18,709.057
1908.28,708.301
1908.38,707.03
1908.48,705.246
1908.58,702.949
1908.68,700.142
1908.78,696.825
1908.88,693.002
1908.98,688.675
1909.08,691.946
1909.18,686.557
1909.28,680.668
1909.38,674.283
1909.48,667.407
1909.58,660.043
1909.68,652.198
1909.78,643.877
1909.88,635.085
1909.98,625.828
1910.08,703.909
1910.18,692.294
1910.28,680.171
1910.38,667.548
1910.48,654.434
1910.58,640.839
1910.68,626.77
1910.78,612.239
1910.88,597.254
1910.98,581.827
1911.08,550.402
1911.18,534.569
1911.28,518.337
1911.38,501.718
1911.48,484.722
1911.58,467.362
1911.68,449.648
1911.78,431.595
1911.88,413.212
1911.98,394.515
1912.08,429.81
1912.18,407.73
1912.28,385.334
1912.38,362.637
1912.48,339.655
1912.58,316.402
1912.68,292.896
1912.78,269.152
1912.88,245.187
1912.98,221.016
1913.08,151.293
1913.18,132.421
1913.28,113.43
1913.38,94.3325
1913.48,75.1422
1913.58,55.872
1913.68,36.5351
1913.78,17.1449
1913.88,0
1913.98,0
1914.08,0
1914.18,0
1914.28,0
1914.38,0
1914.48,0
1914.58,0
1914.68,0
1914.78,0
1914.88,0
1914.98,0
1915.08,0
1915.18,0
1915.28,0
1915.38,0
1915.48,0
1915.58,0
1915.68,0
1915.78,0
1915.88,0
1915.98,0
1916.08,0
1916.18,0
1916.28,0
1916.38,0
1916.48,0
1916.58,0
1916.68,0
1916.78,0
1916.88,0
1916.98,0
1917.08,0
1917.18,0
1917.28,0
1917.38,0
1917.48,0
1917.58,0
1917.68,0
1917.78,0
1917.88,0
1917.98,0
1918.08,0
1918.18,0
1918.28,0
1918.38,0
1918.48,0
1918.58,0
1918.68,0
1918.78,0
1918.88,0
1918.98,0
1919.08,0
1919.18,0
1919.28,0
1919.38,0
1919.48,0
1919.58,0
1919.68,0
1919.78,0
1919.88,0
1919.98,0
1920.08,0
1920.18,0
1920.28,0
1920.38,0
1920.48,0
1920.58,0
1920.68,0
1920.78,0
1920.88,0
1920.98,0
1921.08,0
1921.18,0
1921.28,0
1921.38,0
1921.48,0
1921.58,0
1921.68,0
1921.78,0
1921.88,0
1921.98,0
1922.08,0
1922.18,0
1922.28,0
1922.38,0
1922.48,0
1922.58,0
1922.68,0
1922.78,0
1922.88,0
1922.98,0
1923.08,0
1923.18,0
1923.28,0
1923.38,0
1923.48,0
1923.58,0
1923.68,0
1923.78,0
1923.88,0
1923.98,0
1924.08,0
1924.18,0
1924.28,0
1924.38,0
1924.48,0
1924.58,0
1924.68,0
1924.78,0
1924.88,0
1924.98,0
1925.08,0
1925.18,0
1925.28,0
1925.38,0
1925.48,0
1925.58,0
1925.68,0
1925.78,0
1925.88,0
1925.98,0
1926.08,0
1926.18,0
1926.28,0
1926.38,22.1266
1926.48,44.6804
1926.58,67.1724
1926.68,89.5872
1926.78,111.909
1926.88,134.124
1926.98,156.215
1927.08,174.894
1927.18,196.293
1927.28,217.527
1927.38,238.582
1927.48,259.442
1927.58,280.094
1927.68,300.524
1927.78,320.717
1927.88,340.659
1927.98,360.338
1928.08,364.26
1928.18,382.592
1928.28,400.632
1928.38,418.368
1928.48,435.788
1928.58,452.881
1928.68,469.634
1928.78,486.036
1928.88,502.076
1928.98,517.742
1929.08,547.652
1929.18,562.948
1929.28,577.829
1929.38,592.284
1929.48,606.303
1929.58,619.877
1929.68,632.996
1929.78,645.651
1929.88,657.834
1929.98,669.536
1930.08,648.949
1930.18,659.165
1930.28,668.902
1930.38,678.151
1930.48,686.907
1930.58,695.164
1930.68,702.917
1930.78,710.159
1930.88,716.886
1930.98,723.093
1931.08,811.416
1931.18,817.156
1931.28,822.305
1931.38,826.858
1931.48,830.814
1931.58,834.168
1931.68,836.919
1931.78,839.065
1931.88,840.605
1931.98,841.537
1932.08,708.682
1932.18,708.442
1932.28,707.691
1932.38,706.427
1932.48,704.654
1932.58,702.371
1932.68,699.58
1932.78,696.283
1932.88,692.482
1932.98,688.181
1933.08,746.152
1933.18,740.371
1933.28,734.055
1933.38,727.206
1933.48,719.83
1933.58,711.932
1933.68,703.518
1933.78,694.592
1933.88,685.162
1933.98,675.233
1934.08,660.735
1934.18,649.897
1934.28,638.585
1934.38,626.808
1934.48,614.572
1934.58,601.886
1934.68,588.76
1934.78,575.201
1934.88,561.22
1934.98,546.825
1935.08,533.462
1935.18,518.231
1935.28,502.615
1935.38,486.627
1935.48,470.277
1935.58,453.576
1935.68,436.535
1935.78,419.167
1935.88,401.483
1935.98,383.496
1936.08,406.068
1936.18,385.435
1936.28,364.506
1936.38,343.296
1936.48,321.819
1936.58,300.089
1936.68,278.123
1936.78,255.934
1936.88,233.539
1936.98,210.952
1937.08,153.431
1937.18,134.741
1937.28,115.934
1937.38,97.0208
1937.48,78.0158
1937.58,58.9317
1937.68,39.7816
1937.78,20.5787
1937.88,1.33598
1937.98,0
1938.08,0
1938.18,0
1938.28,0
1938.38,0
1938.48,0
1938.58,0
1938.68,0
1938.78,0
1938.88,0
1938.98,0
1939.08,0
1939.18,0
1939.28,0
1939.38,0
1939.48,0
1939.58,0
1939.68,0
1939.78,0
1939.88,0
1939.98,0
1940.08,0
1940.18,0
1940.28,0
1940.38,0
1940.48,0
1940.58,0
1940.68,0
1940.78,0
1940.88,0
1940.98,0
1941.08,0
1941.18,0
1941.28,0
1941.38,0
1941.48,0
1941.58,0
1941.68,0
1941.78,0
1941.88,0
1941.98,0
1942.08,0
1942.18,0
1942.28,0
1942.38,0
1942.48,0
1942.58,0
1942.68,0
1942.78,0
1942.88,0
1942.98,0
1943.08,0
1943.18,0
1943.28,0
1943.38,0
1943.48,0
1943.58,0
1943.68,0
1943.78,0
1943.88,0
1943.98,0
1944.08,0
1944.18,0
1944.28,0
1944.38,0
1944.48,0
1944.58,0
1944.68,0
1944.78,0
1944.88,0
1944.98,0
1945.08,0
1945.18,0
1945.28,0
1945.38,0
1945.48,0
1945.58,0
1945.68,0
1945.78,0
1945.88,0
1945.98,0
1946.08,0
1946.18,0
1946.28,0
1946.38,0
1946.48,0
1946.58,0
1946.68,0
1946.78,0
1946.88,0
1946.98,0
1947.08,0
1947.18,0
1947.28,0
1947.38,0
1947.48,0
1947.58,0
1947.68,0
1947.78,0
1947.88,0
1947.98,0
1948.08,0
1948.18,0
1948.28,0
1948.38,0
1948.48,0
1948.58,0
1948.68,0
1948.78,0
1948.88,0
1948.98,0
1949.08,0
1949.18,0
1949.28,0
1949.38,0
1949.48,0
1949.58,0
1949.68,0
1949.78,0
1949.88,0
1949.98,0
1950.08,0
1950.18,0
1950.28,3.09249
1950.38,21.739
1950.48,40.3473
1950.58,58.9045
1950.68,77.3979
1950.78,95.815
1950.88,114.143
1950.98,132.369
1951.08,177.999
1951.18,199.274
1951.28,220.385
1951.38,241.317
1951.48,262.056
1951.58,282.588
1951.68,302.899
1951.78,322.974
1951.88,342.801
1951.98,362.365
1952.08,329.29
1952.18,345.683
1952.28,361.815
1952.38,377.675
1952.48,393.253
1952.58,408.538
1952.68,423.519
1952.78,438.186
1952.88,452.529
1952.98,466.538
1953.08,462.403
1953.18,475.222
1953.28,487.693
1953.38,499.808
1953.48,511.557
1953.58,522.932
1953.68,533.927
1953.78,544.533
1953.88,554.743
1953.98,564.55
1954.08,738.667
1954.18,750.226
1954.28,761.242
1954.38,771.707
1954.48,781.614
1954.58,790.957
1954.68,799.728
1954.78,807.921
1954.88,815.532
1954.98,822.555
1955.08,663.059
1955.18,667.725
1955.28,671.909
1955.38,675.61
1955.48,678.825
1955.58,681.551
1955.68,683.787
1955.78,685.531
1955.88,686.782
1955.98,687.539
1956.08,754.63
1956.18,754.376
1956.28,753.579
1956.38,752.24
1956.48,750.361
1956.58,747.942
1956.68,744.985
1956.78,741.492
1956.88,737.466
1956.98,732.909
1957.08,762.959
1957.18,757.079
1957.28,750.654
1957.38,743.688
1957.48,736.186
1957.58,728.153
1957.68,719.594
1957.78,710.516
1957.88,700.924
1957.98,690.825
1958.08,728.504
1958.18,716.626
1958.28,704.228
1958.38,691.319
1958.48,677.909
1958.58,664.005
1958.68,649.618
1958.78,634.758
1958.88,619.434
1958.98,603.658
1959.08,587.054
1959.18,570.416
1959.28,553.359
1959.38,535.894
1959.48,518.034
1959.58,499.791
1959.68,481.177
1959.78,462.205
1959.88,442.889
1959.98,423.24
1960.08,355.473
1960.18,337.605
1960.28,319.48
1960.38,301.113
1960.48,282.514
1960.58,263.697
1960.68,244.674
1960.78,225.459
1960.88,206.065
1960.98,186.505
1961.08,177.445
1961.18,156.326
1961.28,135.073
1961.38,113.702
1961.48,92.2264
1961.58,70.6615
1961.68,49.0221
1961.78,27.3229
1961.88,5.57889
1961.98,0
1962.08,0
1962.18,0
1962.28,0
1962.38,0
1962.48,0
1962.58,0
1962.68,0
1962.78,0
1962.88,0
1962.98,0
1963.08,0
1963.18,0
1963.28,0
1963.38,0
1963.48,0
1963.58,0
1963.68,0
1963.78,0
1963.88,0
1963.98,0
1964.08,0
1964.18,0
1964.28,0
1964.38,0
1964.48,0
1964.58,0
1964.68,0
1964.78,0
1964.88,0
1964.98,0
1965.08,0
1965.18,0
1965.28,0
1965.38,0
1965.48,0
1965.58,0
1965.68,0
1965.78,0
1965.88,0
1965.98,0
1966.08,0
1966.18,0
1966.28,0
1966.38,0
1966.48,0
1966.58,0
1966.68,0
1966.78,0
1966.88,0
1966.98,0
1967.08,0
1967.18,0
1967.28,0
1967.38,0
1967.48,0
1967.58,0
1967.68,0
1967.78,0
1967.88,0
1967.98,0
1968.08,0
1968.18,0
1968.28,0
1968.38,0
1968.48,0
1968.58,0
1968.68,0
1968.78,0
1968.88,0
1968.98,0
1969.08,0
1969.18,0
1969.28,0
1969.38,0
1969.48,0
1969.58,0
1969.68,0
1969.78,0
1969.88,0
1969.98,0
1970.08,0
1970.18,0
1970.28,0
1970.38,0
1970.48,0
1970.58,0
1970.68,0
1970.78,0
1970.88,0
1970.98,0
1971.08,0
1971.18,0
1971.28,0
1971.38,0
1971.48,0
1971.58,0
1971.68,0
1971.78,0
1971.88,0
1971.98,0
1972.08,0
1972.18,0
1972.28,0
1972.38,0
1972.48,0
1972.58,0
1972.68,0
1972.78,0
1972.88,0
1972.98,0
1973.08,0
1973.18,0
1973.28,0
1973.38,0
1973.48,0
1973.58,0
1973.68,0
1973.78,0
1973.88,0
1973.98,0
1974.08,0
1974.18,0
1974.28,7.50291
1974.38,28.7727
1974.48,49.9988
1974.58,71.1667
1974.68,92.2618
1974.78,113.27
1974.88,134.176
1974.98,154.967
1975.08,150.774
1975.18,168.386
1975.28,185.863
1975.38,203.192
1975.48,220.362
1975.58,237.359
1975.68,254.174
1975.78,270.794
1975.88,287.208
1975.98,303.404
1976.08,331.042
1976.18,347.345
1976.28,363.39
1976.38,379.164
1976.48,394.657
1976.58,409.859
1976.68,424.758
1976.78,439.345
1976.88,453.61
1976.98,467.543
1977.08,580.449
1977.18,596.423
1977.28,611.962
1977.38,627.057
1977.48,641.697
1977.58,655.871
1977.68,669.571
1977.78,682.786
1977.88,695.508
1977.98,707.728
1978.08,551.446
1978.18,560.024
1978.28,568.199
1978.38,575.965
1978.48,583.317
1978.58,590.25
1978.68,596.759
1978.78,602.839
1978.88,608.487
1978.98,613.699
1979.08,808.992
1979.18,814.653
1979.28,819.732
1979.38,824.223
1979.48,828.124
1979.58,831.432
1979.68,834.146
1979.78,836.262
1979.88,837.78
1979.98,838.698
1980.08,832.76
1980.18,832.481
1980.28,831.606
1980.38,830.136
1980.48,828.072
1980.58,825.416
1980.68,822.169
1980.78,818.334
1980.88,813.913
1980.98,808.909
1981.08,794.865
1981.18,788.771
1981.28,782.113
1981.38,774.893
1981.48,767.118
1981.58,758.793
1981.68,749.923
1981.78,740.515
1981.88,730.575
1981.98,720.109
1982.08,691.901
1982.18,680.686
1982.28,668.98
1982.38,656.793
1982.48,644.131
1982.58,631.004
1982.68,617.421
1982.78,603.39
1982.88,588.923
1982.98,574.028
1983.08,567.022
1983.18,551.07
1983.28,534.715
1983.38,517.97
1983.48,500.846
1983.58,483.354
1983.68,465.507
1983.78,447.317
1983.88,428.797
1983.98,409.958
1984.08,377.283
1984.18,358.521
1984.28,339.489
1984.38,320.202
1984.48,300.672
1984.58,280.913
1984.68,260.938
1984.78,240.761
1984.88,220.396
1984.98,199.857
1985.08,162.434
1985.18,143.535
1985.28,124.516
1985.38,105.392
1985.48,86.1739
1985.58,66.8761
1985.68,47.5117
1985.78,28.0938
1985.88,8.63577
1985.98,0
1986.08,0
1986.18,0
1986.28,0
1986.38,0
1986.48,0
1986.58,0
1986.68,0
1986.78,0
1986.88,0
1986.98,0
1987.08,0
1987.18,0
1987.28,0
1987.38,0
1987.48,0
1987.58,0
1987.68,0
1987.78,0
1987.88,0
1987.98,0
1988.08,0
1988.18,0
1988.28,0
1988.38,0
